Proteins	Description	Gene	Contam	Decoy	exp_WT_1	exp_WT_2	exp_WT_3	exp_GFP_1	exp_GFP_2	exp_GFP_3
10713	>sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5	MCM5	0	0	0	1	0	0	0	0
5732	>sp|O75190|DNJB6_HUMAN DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 PE=1 SV=2	DNAJB6	0	0	0	1	2	1	0	1
6315	>sp|Q9NTX9|F217B_HUMAN Protein FAM217B OS=Homo sapiens GN=FAM217B PE=2 SV=1	FAM217B	0	0	0	1	0	0	0	0
17268	>sp|Q13445|TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens GN=TMED1 PE=1 SV=1	TMED1	0	0	0	1	0	0	0	1
16450	>sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2	STAU1	0	0	0	1	0	2	1	2
13941	>sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4	UQCRQ	0	0	0	1	1	0	0	2
17970	>sp|Q9Y5L0|TNPO3_HUMAN Transportin-3 OS=Homo sapiens GN=TNPO3 PE=1 SV=3	TNPO3	0	0	0	1	0	4	4	1
13862	>sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3	RBM25	0	0	0	1	0	0	0	1
83911	>sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2	PELP1	0	1	0	1	0	0	0	0
5120	>sp|Q9H3G5|CPVL_HUMAN Probable serine carboxypeptidase CPVL OS=Homo sapiens GN=CPVL PE=1 SV=2	CPVL	0	0	0	1	0	0	0	0
4126	>sp|Q6AI08|HEAT6_HUMAN HEAT repeat-containing protein 6 OS=Homo sapiens GN=HEATR6 PE=1 SV=1	HEATR6	0	0	0	1	0	2	2	3
12526	>sp|O43933|PEX1_HUMAN Peroxisome biogenesis factor 1 OS=Homo sapiens GN=PEX1 PE=1 SV=1	PEX1	0	0	0	1	0	0	0	0
6172	>sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1	EIF3I	0	0	0	1	0	1	1	1
2812	>sp|Q12834|CDC20_HUMAN Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	CDC20	0	0	0	1	0	0	0	0
13601	>sp|Q86YD1|PTOV1_HUMAN Prostate tumor-overexpressed gene 1 protein OS=Homo sapiens GN=PTOV1 PE=1 SV=1	PTOV1	0	0	0	1	0	0	0	0
11875	>sp|O75251|NDUS7_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3	NDUFS7	0	0	0	1	1	1	1	1
7558	>sp|Q96JB3|HIC2_HUMAN Hypermethylated in cancer 2 protein OS=Homo sapiens GN=HIC2 PE=1 SV=2	HIC2	0	0	0	1	0	0	0	0
14805	>sp|Q9HB40|RISC_HUMAN Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1	SCPEP1	0	0	0	1	0	1	1	1
9509	>sp|O60303|K0556_HUMAN Protein KIAA0556 OS=Homo sapiens GN=KIAA0556 PE=1 SV=4	KIAA0556	0	0	0	1	0	0	0	0
3212	>sp|O14681|EI24_HUMAN Etoposide-induced protein 2.4 homolog OS=Homo sapiens GN=EI24 PE=1 SV=4	EI24	0	0	0	1	0	0	0	0
17352	>sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	VCP	0	0	0	1	1	0	0	0
8062	>sp|O43837|IDH3B_HUMAN Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2	IDH3B	0	0	0	1	0	0	2	2
4345	>sp|Q86SX3|CN080_HUMAN Uncharacterized protein C14orf80 OS=Homo sapiens GN=C14orf80 PE=2 SV=2	C14orf80	0	0	0	1	0	0	0	0
20064	>sp|O75467|Z324A_HUMAN Zinc finger protein 324A OS=Homo sapiens GN=ZNF324 PE=2 SV=1	ZNF324	0	0	0	1	0	0	0	0
11105	>sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4	MCM2	0	0	0	1	0	0	0	0
7836	>sp|Q9GZV4|IF5A2_HUMAN Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3	EIF5A2	0	0	0	1	0	0	0	1
4582	>sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3	NCAPD2	0	0	0	1	0	7	4	6
12844	>sp|P00491|PNPH_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2	PNP	0	0	0	1	0	0	0	0
8216	>sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2	IPO4	0	0	0	1	0	2	0	0
7665	>sp|A6NMX2|I4E1B_HUMAN Eukaryotic translation initiation factor 4E type 1B OS=Homo sapiens GN=EIF4E1B PE=3 SV=3	EIF4E1B	0	0	0	1	0	1	1	1
17480	>sp|Q68D42|TM215_HUMAN Transmembrane protein 215 OS=Homo sapiens GN=TMEM215 PE=2 SV=1	TMEM215	0	0	0	1	0	0	0	0
19708	>sp|Q9Y2X9|ZN281_HUMAN Zinc finger protein 281 OS=Homo sapiens GN=ZNF281 PE=1 SV=1	ZNF281	0	0	0	1	1	0	0	0
12415	>sp|Q96RI1|NR1H4_HUMAN Bile acid receptor OS=Homo sapiens GN=NR1H4 PE=1 SV=2	NR1H4	0	0	0	1	0	0	0	0
10245	>sp|O95835|LATS1_HUMAN Serine/threonine-protein kinase LATS1 OS=Homo sapiens GN=LATS1 PE=1 SV=1	LATS1	0	0	0	1	0	0	0	0
9700	>sp|Q5SVS4|KMCP1_HUMAN Kidney mitochondrial carrier protein 1 OS=Homo sapiens GN=SLC25A30 PE=1 SV=1	SLC25A30	0	0	0	1	0	0	0	0
89433	>sp|Q9NXH9|TRM1_HUMAN tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens GN=TRMT1 PE=1 SV=1	TRMT1	0	1	0	1	0	0	0	0
773	>sp|P07741|APT_HUMAN Adenine phosphoribosyltransferase OS=Homo sapiens GN=APRT PE=1 SV=2	APRT	0	0	0	1	0	0	0	0
11373	>sp|Q15773|MLF2_HUMAN Myeloid leukemia factor 2 OS=Homo sapiens GN=MLF2 PE=1 SV=1	MLF2	0	0	0	1	0	2	2	3
8137	>sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2	ITIH2	1	0	0	1	0	0	0	0
73794	>sp|P08603|CFAH_HUMAN Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4	CFH	0	1	0	1	0	1	0	0
18341	>sp|Q9Y4A5|TRRAP_HUMAN Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3	TRRAP	0	0	0	1	0	0	0	0
16113	>sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1	SND1	0	0	0	1	2	0	0	0
8821	>sp|O00443|P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens GN=PIK3C2A PE=1 SV=2	PIK3C2A	0	0	0	1	0	0	0	0
77222	>sp|Q8IZU8|DSEL_HUMAN Dermatan-sulfate epimerase-like protein OS=Homo sapiens GN=DSEL PE=2 SV=2	DSEL	0	1	0	1	0	0	0	0
3336	>sp|A0FGR8|ESYT2_HUMAN Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	ESYT2	0	0	0	1	0	2	1	1
17941	>sp|Q9NPL8|TIDC1_HUMAN Complex I assembly factor TIMMDC1, mitochondrial OS=Homo sapiens GN=TIMMDC1 PE=1 SV=2	TIMMDC1	0	0	0	1	3	2	2	3
23383	>tr|A6NGQ3|A6NGQ3_HUMAN Obscurin OS=Homo sapiens GN=OBSCN PE=1 SV=5	OBSCN	0	0	0	1	0	0	0	0
70999	>P13646-1 SWISS-PROT:P13646-1 Tax_Id=9606 Gene_Symbol=KRT13 Isoform 1 of Keratin, type I cytoskeletal 13	Unknown	1	0	0	0	2	3	0	0
14984	>sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens GN=RPL36AL PE=1 SV=3	RPL36AL	0	0	0	0	5	0	0	0
55056	>tr|A0A087X2B6|A0A087X2B6_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=1	CCAR2	0	0	0	0	1	0	0	0
14421	>sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens GN=SON PE=1 SV=4	SON	0	0	0	0	2	7	6	6
8846	>sp|P29803|ODPAT_HUMAN Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial OS=Homo sapiens GN=PDHA2 PE=1 SV=1	PDHA2	0	0	0	0	1	0	0	0
3766	>sp|Q96D09|GASP2_HUMAN G-protein coupled receptor-associated sorting protein 2 OS=Homo sapiens GN=GPRASP2 PE=1 SV=1	GPRASP2	0	0	0	0	2	0	0	0
11899	>sp|Q86U38|NOP9_HUMAN Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1	NOP9	0	0	0	0	2	0	0	0
49129	>tr|H0Y9J5|H0Y9J5_HUMAN Sideroflexin-1 (Fragment) OS=Homo sapiens GN=SFXN1 PE=1 SV=1	SFXN1	0	0	0	0	1	0	1	0
15586	>sp|Q9HA92|RSAD1_HUMAN Radical S-adenosyl methionine domain-containing protein 1, mitochondrial OS=Homo sapiens GN=RSAD1 PE=2 SV=2	RSAD1	0	0	0	0	1	0	0	0
16866	>sp|Q9BW92|SYTM_HUMAN Threonine--tRNA ligase, mitochondrial OS=Homo sapiens GN=TARS2 PE=1 SV=1	TARS2	0	0	0	0	1	0	1	1
12398	>sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1	NOB1	0	0	0	0	1	1	0	1
3770	>sp|Q96IK5|GMCL1_HUMAN Germ cell-less protein-like 1 OS=Homo sapiens GN=GMCL1 PE=1 SV=1	GMCL1	0	0	0	0	1	0	0	0
11225	>sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens GN=MOGS PE=1 SV=5	MOGS	0	0	0	0	1	0	0	0
6638	>sp|Q9BXW9|FACD2_HUMAN Fanconi anemia group D2 protein OS=Homo sapiens GN=FANCD2 PE=1 SV=2	FANCD2	0	0	0	0	1	1	1	1
16551	>sp|Q8IYB3|SRRM1_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2	SRRM1	0	0	0	0	1	2	2	2
1168	>sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4	ASNS	0	0	0	0	1	0	0	0
10075	>sp|Q15418|KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=RPS6KA1 PE=1 SV=2	RPS6KA1	0	0	0	0	1	0	0	0
3346	>sp|Q9UI10|EI2BD_HUMAN Translation initiation factor eIF-2B subunit delta OS=Homo sapiens GN=EIF2B4 PE=1 SV=2	EIF2B4	0	0	0	0	1	0	0	0
16856	>sp|Q9NSD9|SYFB_HUMAN Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3	FARSB	0	0	0	0	1	1	1	0
8894	>sp|O43913|ORC5_HUMAN Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1	ORC5	0	0	0	0	1	0	1	0
17023	>sp|Q9Y5Q8|TF3C5_HUMAN General transcription factor 3C polypeptide 5 OS=Homo sapiens GN=GTF3C5 PE=1 SV=2	GTF3C5	0	0	0	0	1	0	0	0
15085	>sp|O60518|RNBP6_HUMAN Ran-binding protein 6 OS=Homo sapiens GN=RANBP6 PE=1 SV=2	RANBP6	0	0	0	0	1	1	1	1
78376	>sp|Q9NUV9|GIMA4_HUMAN GTPase IMAP family member 4 OS=Homo sapiens GN=GIMAP4 PE=1 SV=1	GIMAP4	0	1	0	0	1	0	0	0
5740	>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2	POLD3	0	0	0	0	1	0	1	0
7910	>sp|O43432|IF4G3_HUMAN Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2	EIF4G3	0	0	0	0	1	1	1	1
5019	>sp|O43303|CP110_HUMAN Centriolar coiled-coil protein of 110 kDa OS=Homo sapiens GN=CCP110 PE=1 SV=3	CCP110	0	0	0	0	1	0	0	0
4755	>sp|P02461|CO3A1_HUMAN Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=4	COL3A1	1	0	0	0	1	1	1	1
7077	>sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2	FKBP8	0	0	0	0	1	0	2	0
6301	>sp|Q9NV70|EXOC1_HUMAN Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4	EXOC1	0	0	0	0	1	4	3	4
8059	>sp|Q9NPH2|INO1_HUMAN Inositol-3-phosphate synthase 1 OS=Homo sapiens GN=ISYNA1 PE=1 SV=1	ISYNA1	0	0	0	0	1	0	0	0
3481	>sp|Q16610|ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2	ECM1	0	0	0	0	1	0	1	0
17264	>sp|Q99805|TM9S2_HUMAN Transmembrane 9 superfamily member 2 OS=Homo sapiens GN=TM9SF2 PE=1 SV=1	TM9SF2	0	0	0	0	1	1	0	0
15153	>sp|Q6P1L8|RM14_HUMAN 39S ribosomal protein L14, mitochondrial OS=Homo sapiens GN=MRPL14 PE=1 SV=1	MRPL14	0	0	0	0	1	0	0	0
13898	>sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3	RBMX	0	0	0	0	1	3	2	1
77906	>sp|Q13045|FLII_HUMAN Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2	FLII	0	1	0	0	1	0	0	0
5313	>sp|P07333|CSF1R_HUMAN Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens GN=CSF1R PE=1 SV=2	CSF1R	0	0	0	0	1	0	0	0
12994	>sp|P00558|PGK1_HUMAN Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	PGK1	0	0	0	0	1	0	0	0
79175	>sp|Q9UHH9|IP6K2_HUMAN Inositol hexakisphosphate kinase 2 OS=Homo sapiens GN=IP6K2 PE=1 SV=2	IP6K2	0	1	0	0	1	0	0	0
19476	>sp|B4DX44|ZN736_HUMAN Zinc finger protein 736 OS=Homo sapiens GN=ZNF736 PE=2 SV=2	ZNF736	0	0	0	0	1	1	2	0
521	>sp|Q9C0C7|AMRA1_HUMAN Activating molecule in BECN1-regulated autophagy protein 1 OS=Homo sapiens GN=AMBRA1 PE=1 SV=2	AMBRA1	0	0	0	0	1	1	0	0
107048	>tr|A0A0B4J2B5|A0A0B4J2B5_HUMAN Protein IGHV3OR16-9 (Fragment) OS=Homo sapiens GN=IGHV3OR16-9 PE=1 SV=1	IGHV3OR16-9	0	1	0	0	1	0	0	0
383	>sp|Q8IZ83|A16A1_HUMAN Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1 PE=1 SV=2	ALDH16A1	0	0	0	0	1	0	0	0
3763	>sp|O60318|GANP_HUMAN Germinal-center associated nuclear protein OS=Homo sapiens GN=MCM3AP PE=1 SV=2	MCM3AP	0	0	0	0	1	0	0	0
13590	>sp|P17980|PRS6A_HUMAN 26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	PSMC3	0	0	0	0	1	0	2	0
716	>sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens GN=AHSA1 PE=1 SV=1	AHSA1	0	0	0	0	1	0	1	1
13457	>sp|P85299|PRR5_HUMAN Proline-rich protein 5 OS=Homo sapiens GN=PRR5 PE=1 SV=1	PRR5	0	0	0	0	1	0	0	0
1365	>sp|P56385|ATP5I_HUMAN ATP synthase subunit e, mitochondrial OS=Homo sapiens GN=ATP5I PE=1 SV=2	ATP5I	0	0	0	0	1	0	1	2
107722	>tr|H0YK73|H0YK73_HUMAN DTW domain-containing protein 1 (Fragment) OS=Homo sapiens GN=DTWD1 PE=1 SV=1	DTWD1	0	1	0	0	1	1	0	1
95656	>tr|Q96PS2|Q96PS2_HUMAN FGF-2 activity-associated protein 3 OS=Homo sapiens GN=GAFA3 PE=2 SV=1	GAFA3	0	1	0	0	1	0	0	0
11281	>sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP PE=1 SV=3	MPRIP	0	0	0	0	0	70	74	72
14668	>sp|Q9P0K7|RAI14_HUMAN Ankycorbin OS=Homo sapiens GN=RAI14 PE=1 SV=2	RAI14	0	0	0	0	0	53	57	55
689	>sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1	ACTG1	0	0	0	0	0	116	118	4
10550	>sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1	LIMA1	0	0	0	0	0	42	39	43
54964	>tr|H0Y2S9|H0Y2S9_HUMAN Myosin phosphatase Rho-interacting protein (Fragment) OS=Homo sapiens GN=MPRIP PE=1 SV=3	MPRIP	0	0	0	0	0	2	1	1
9593	>sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3	KRT6C	1	0	0	0	0	1	0	1
11568	>sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1	PPP1R12A	0	0	0	0	0	25	21	21
56720	>tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	0	0	0	0	0	25	25	23
25212	>tr|Q5HYB6|Q5HYB6_HUMAN Epididymis luminal protein 189 OS=Homo sapiens GN=DKFZp686J1372 PE=1 SV=1	DKFZp686J1372	0	0	0	0	0	3	3	3
18059	>sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3	TPM4	0	0	0	0	0	12	10	12
25060	>tr|H7BYY1|H7BYY1_HUMAN Tropomyosin 1 (Alpha), isoform CRA_m OS=Homo sapiens GN=TPM1 PE=1 SV=1	TPM1	0	0	0	0	0	14	13	15
18033	>sp|P09493|TPM1_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=1 SV=2	TPM1	0	0	0	0	0	5	4	4
11346	>sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens GN=MYL12B PE=1 SV=2	MYL12B	0	0	0	0	0	29	1	1
35263	>tr|G8JLA2|G8JLA2_HUMAN Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=1	MYL6	0	0	0	0	0	22	21	22
63608	>tr|K7EM38|K7EM38_HUMAN Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens GN=ACTG1 PE=1 SV=1	ACTG1	0	0	0	0	0	1	1	1
11558	>sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2	MYH14	0	0	0	0	0	4	2	5
18410	>sp|Q9BZF9|UACA_HUMAN Uveal autoantigen with coiled-coil domains and ankyrin repeats OS=Homo sapiens GN=UACA PE=1 SV=2	UACA	0	0	0	0	0	14	11	16
11528	>sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2	MYO1D	0	0	0	0	0	12	6	10
13420	>sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3	PPP1CB	0	0	0	0	0	12	8	10
19393	>sp|Q6NZY4|ZCHC8_HUMAN Zinc finger CCHC domain-containing protein 8 OS=Homo sapiens GN=ZCCHC8 PE=1 SV=2	ZCCHC8	0	0	0	0	0	9	11	12
11456	>sp|P42345|MTOR_HUMAN Serine/threonine-protein kinase mTOR OS=Homo sapiens GN=MTOR PE=1 SV=1	MTOR	0	0	0	0	0	9	6	7
16671	>sp|O95425|SVIL_HUMAN Supervillin OS=Homo sapiens GN=SVIL PE=1 SV=2	SVIL	0	0	0	0	0	9	10	14
2225	>sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3	CAPZA1	0	0	0	0	0	7	8	6
1684	>sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens GN=CAPZB PE=1 SV=4	CAPZB	0	0	0	0	0	6	6	7
17493	>sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens GN=TMOD3 PE=1 SV=1	TMOD3	0	0	0	0	0	6	9	8
11443	>sp|P14649|MYL6B_HUMAN Myosin light chain 6B OS=Homo sapiens GN=MYL6B PE=1 SV=1	MYL6B	0	0	0	0	0	4	6	7
4151	>sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2	HIST1H1E	0	0	0	0	0	1	1	0
10404	>sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4	LMNB2	0	0	0	0	0	6	4	8
15846	>sp|P04279|SEMG1_HUMAN Semenogelin-1 OS=Homo sapiens GN=SEMG1 PE=1 SV=2	SEMG1	0	0	0	0	0	5	3	3
17066	>sp|P50990|TCPQ_HUMAN T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4	CCT8	0	0	0	0	0	6	6	5
10542	>sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2	TMPO	0	0	0	0	0	6	7	0
8013	>sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	EIF4G1	0	0	0	0	0	6	8	10
14494	>sp|Q9Y580|RBM7_HUMAN RNA-binding protein 7 OS=Homo sapiens GN=RBM7 PE=1 SV=1	RBM7	0	0	0	0	0	5	3	4
7455	>sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	HNRNPH2	0	0	0	0	0	1	0	0
40868	>tr|S4R341|S4R341_HUMAN Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=1	NOLC1	0	0	0	0	0	1	1	1
62908	>tr|H7C1M2|H7C1M2_HUMAN Protein SON (Fragment) OS=Homo sapiens GN=SON PE=1 SV=1	SON	0	0	0	0	0	1	1	1
17159	>sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens GN=TBC1D5 PE=1 SV=1	TBC1D5	0	0	0	0	0	5	2	2
1086	>sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens GN=ACTR3 PE=1 SV=3	ACTR3	0	0	0	0	0	6	5	3
14966	>sp|Q8NHW5|RLA0L_HUMAN 60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1	RPLP0P6	0	0	0	0	0	4	0	0
5921	>sp|Q16643|DREB_HUMAN Drebrin OS=Homo sapiens GN=DBN1 PE=1 SV=4	DBN1	0	0	0	0	0	4	4	3
12144	>sp|Q0ZGT2|NEXN_HUMAN Nexilin OS=Homo sapiens GN=NEXN PE=1 SV=1	NEXN	0	0	0	0	0	6	4	6
1777	>sp|P62158|CALM_HUMAN Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2	CALM1	0	0	0	0	0	4	5	5
6569	>sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1	ETFA	0	0	0	0	0	4	2	2
7958	>sp|Q96P70|IPO9_HUMAN Importin-9 OS=Homo sapiens GN=IPO9 PE=1 SV=3	IPO9	0	0	0	0	0	4	2	3
7908	>sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	EIF4A3	0	0	0	0	0	4	1	0
5700	>sp|Q07864|DPOE1_HUMAN DNA polymerase epsilon catalytic subunit A OS=Homo sapiens GN=POLE PE=1 SV=5	POLE	0	0	0	0	0	4	0	1
17196	>sp|Q00059|TFAM_HUMAN Transcription factor A, mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1	TFAM	0	0	0	0	0	3	4	3
3890	>sp|Q96QV6|H2A1A_HUMAN Histone H2A type 1-A OS=Homo sapiens GN=HIST1H2AA PE=1 SV=3	HIST1H2AA	0	0	0	0	0	1	1	1
11445	>sp|O60237|MYPT2_HUMAN Protein phosphatase 1 regulatory subunit 12B OS=Homo sapiens GN=PPP1R12B PE=1 SV=2	PPP1R12B	0	0	0	0	0	3	1	1
15487	>sp|Q9Y512|SAM50_HUMAN Sorting and assembly machinery component 50 homolog OS=Homo sapiens GN=SAMM50 PE=1 SV=3	SAMM50	0	0	0	0	0	4	3	3
4052	>sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	H2AFV	0	0	0	0	0	2	1	2
26212	>tr|F5H1L6|F5H1L6_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (Fragment) OS=Homo sapiens GN=PPP1CA PE=1 SV=1	PPP1CA	0	0	0	0	0	2	2	1
12400	>sp|Q9UGY1|NOL12_HUMAN Nucleolar protein 12 OS=Homo sapiens GN=NOL12 PE=1 SV=1	NOL12	0	0	0	0	0	4	2	4
11700	>sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4	MYO1C	0	0	0	0	0	3	7	3
12395	>sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=1 SV=3	NUP160	0	0	0	0	0	4	6	3
18428	>sp|Q5T4S7|UBR4_HUMAN E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 PE=1 SV=1	UBR4	0	0	0	0	0	3	4	4
4110	>sp|Q92522|H1X_HUMAN Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1	H1FX	0	0	0	0	0	3	2	4
11653	>sp|Q9Y4I1|MYO5A_HUMAN Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=2	MYO5A	0	0	0	0	0	3	7	4
